Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2014,I,Aquila heliaca,Aves,Falconiformes,Accipitridae,Aquila,FR,AE,FR,,1,live,,P,C
2014,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,CN,KR,XX,,4,specimens,,Q,O
2014,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,GL,DK,XX,1,1,bodies,,P,O
2014,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,RU,JP,RU,,1,derivatives,,Q,O
2014,I,Harpia harpyja,Aves,Falconiformes,Accipitridae,Harpia,US,IE,XX,1,,feathers,,P,I
2014,I,Harpia harpyja,Aves,Falconiformes,Accipitridae,Harpia,US,PE,,4,,feathers,,P,I
2014,I,Acipenser spp.,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,GB,QA,XX,2,,carvings,,Q,O
2014,I,Acipenser spp.,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,GB,QA,,,2,carvings,,Q,O
2014,I,Acipenser spp.,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,QA,GB,XX,2,,live,,Q,O
2014,I,Ailurus fulgens,Mammalia,Carnivora,Ailuridae,Ailurus,CN,KR,XX,,2,specimens,,Q,O
2014,I,Alouatta palliata,Mammalia,Primates,Atelidae,Alouatta,US,CA,XX,1,,skulls,,P,I
2014,I,Ateles geoffroyi ornatus,Mammalia,Primates,Atelidae,Ateles,US,PA,XX,1,,skulls,,P,I
2014,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,CA,US,,52,,baleen,,P,W
2014,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,CA,US,,,11,baleen,,Q,W
2014,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,CA,US,,39,,carvings,,P,W
2014,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,CA,US,,,76,carvings,,Q,W
2014,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,CA,US,,27,,meat,kg,P,W
2014,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,CA,US,,,27,meat,kg,Q,W
2014,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,DK,GL,,1,3,baleen,,P,W
2014,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,DK,GL,,1,1,carvings,,P,W
2014,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,DK,GL,,2,,derivatives,,P,W
2014,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,SE,GL,,,2,baleen,,P,W
2014,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,SE,GL,,2,,derivatives,,P,W
2014,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,SZ,GL,,2,,derivatives,,P,W
2014,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,US,CA,US,,27,baleen,,P,W
2014,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,US,CA,US,,36,carvings,,P,W
2014,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,US,CA,US,41,,carvings,,Q,W
2014,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,US,CA,,,2,bones,,P,O
2014,I,Balaenidae spp.,Mammalia,Cetacea,Balaenidae,,AU,FR,FR,,1,carvings,,Q,O
2014,I,Balaenidae spp.,Mammalia,Cetacea,Balaenidae,,US,AU,PF,1,,bone carvings,,Q,O
2014,I,Balaenidae spp.,Mammalia,Cetacea,Balaenidae,,US,AU,,,1,carvings,,Q,O
2014,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,FR,AU,MO,5,,carvings,,Q,O
2014,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,FR,AU,MO,1,,garments,,Q,O
2014,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,FR,AU,,,6,baleen,,Q,O
2014,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,FR,AU,,,5,specimens,,Q,O
2014,I,Balaenoptera spp.,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,IT,IS,,,1.85,bones,kg,P,W
2014,I,Balaenoptera spp.,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,IT,IS,,1,,bones,,P,W
2014,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,CN,KR,XX,,12,specimens,,Q,O
2014,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,DK,GL,,1,,baleen,,P,W
2014,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,DK,GL,,2,,carvings,,P,W
2014,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,DK,GL,,1010,,meat,kg,P,W
2014,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,EE,,1,,meat,,P,I
2014,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,IS,,14,,meat,g,P,I
2014,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,JP,XX,100,,meat,g,P,I
2014,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,NO,XX,3,,meat,,P,I
2014,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,NO,,8,,meat,,P,I
2014,I,Balaenoptera bonaerensis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,DE,GL,XX,1,,carvings,,P,W
2014,I,Balaenopteridae spp.,Mammalia,Cetacea,Balaenopteridae,,CN,US,XX,1,1,baleen,,Q,O
2014,I,Balaenopteridae spp.,Mammalia,Cetacea,Balaenopteridae,,US,CA,US,6,,baleen,,P,W
2014,I,Balaenopteridae spp.,Mammalia,Cetacea,Balaenopteridae,,US,IS,XX,2,,meat,,P,I
2014,I,Balaenopteridae spp.,Mammalia,Cetacea,Balaenopteridae,,US,JP,XX,2,,meat,,P,I
2014,I,Balaenopteridae spp.,Mammalia,Cetacea,Balaenopteridae,,US,MH,,1,,baleen,,P,I
2014,I,Balaenopteridae spp.,Mammalia,Cetacea,Balaenopteridae,,US,MX,,1,,bones,,P,I
2014,I,Balaenopteridae spp.,Mammalia,Cetacea,Balaenopteridae,,US,NO,,300,,meat,g,P,I
2014,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,AU,FR,,1,,specimens,,Q,W
2014,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,FR,AU,,,1,specimens,,Q,W
2014,I,Addax nasomaculatus,Mammalia,Artiodactyla,Bovidae,Addax,PK,AE,BH,,6,live,,P,C
2014,I,Addax nasomaculatus,Mammalia,Artiodactyla,Bovidae,Addax,PK,AE,,,6,live,,P,C
2014,I,Addax nasomaculatus,Mammalia,Artiodactyla,Bovidae,Addax,SA,BH,,4,,live,,P,C
2014,I,Bos mutus,Mammalia,Artiodactyla,Bovidae,Bos,CN,KR,XX,,2,bodies,,Q,O
2014,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,ES,US,,1,,skins,,P,F
2014,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,QA,AE,,,2,live,,P,F
2014,I,Capricornis milneedwardsii,Mammalia,Artiodactyla,Bovidae,Capricornis,US,TH,XX,2,,horns,,P,I
2014,I,Capricornis milneedwardsii,Mammalia,Artiodactyla,Bovidae,Capricornis,US,TH,XX,2,,skin pieces,,P,I
2014,I,Capricornis milneedwardsii,Mammalia,Artiodactyla,Bovidae,Capricornis,US,TH,XX,15,,specimens,g,P,I
2014,I,Capricornis milneedwardsii,Mammalia,Artiodactyla,Bovidae,Capricornis,US,TH,,11,,horns,,P,I
2014,I,Capricornis thar,Mammalia,Artiodactyla,Bovidae,Capricornis,BE,CA,,,1,skins,,P,F
2014,I,Naemorhedus goral,Mammalia,Artiodactyla,Bovidae,Naemorhedus,US,TH,,1,,horns,,P,I
2014,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,CN,CA,,,1,skins,,P,F
2014,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,CN,CA,,1,,trophies,,P,F
2014,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,CN,XX,,1,,trophies,,P,F
2014,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,FR,ZA,,1,,trophies,,P,F
2014,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,OM,AE,BH,3,3,live,,P,C
2014,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,OM,AE,,,2,live,,P,F
2014,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,SA,BH,,4,,live,,P,C
2014,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,CN,KR,XX,,2,specimens,,Q,O
2014,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,KW,AE,,,1,live,,P,C
2014,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,KW,SA,,2,,live,,Q,C
2014,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,MA,AE,,,5,live,,P,F
2014,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,OM,AE,,4,6,live,,P,C
2014,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,OM,AE,,2,6,live,,P,F
2014,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,PK,AE,,,14,live,,P,C
2014,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,QA,AE,,,32,live,,P,C
2014,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,QA,AE,,,24,live,,P,F
2014,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,SA,AE,,11,11,live,,P,F
2014,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,SA,QA,AE,,4,live,,P,C
2014,I,Pantholops hodgsonii,Mammalia,Artiodactyla,Bovidae,Pantholops,US,IN,XX,1,,garments,,P,I
2014,I,Buceros bicornis,Aves,Coraciiformes,Bucerotidae,Buceros,DE,CH,XX,1,,bodies,,Q,O
2014,I,Buceros bicornis,Aves,Coraciiformes,Bucerotidae,Buceros,US,GB,XX,1,1,feathers,,Q,O
2014,I,Cacatua goffiniana,Aves,Psittaciformes,Cacatuidae,Cacatua,BS,US,,1,1,live,,P,C
